chr	posStart	posEnd	geneName	totSamples	NeanSamples	PropNean
19	35447256	35455133	ZNF792	160	6	0.037500
19	38039849	38078249	ZNF571-AS1	155	8	0.051613
19	38042274	38105080	ZNF540	160	17	0.106250
19	38055153	38085693	ZNF571	155	8	0.051613
19	38121905	38147162	ZFP30	160	16	0.100000
19	38794196	38806587	YIF1B	160	13	0.081250
19	38899696	38916945	RASGRP4	153	7	0.045752
19	39138287	39222229	ACTN4	159	2	0.012579
19	39220830	39235114	CAPN12	160	2	0.012500
19	39358468	39368915	RINL	160	3	0.018750
19	45578883	45594776	GEMIN7	160	0	0.000000
19	45588585	45593649	GEMIN7-AS1	160	0	0.000000
19	53665675	53696611	ZNF665	160	1	0.006250
19	56347904	56393221	NLRP4	160	8	0.050000
19	56879466	56891197	ZNF542P	153	10	0.065359
chr	posStart	posEnd	geneName	totSamples	NeanSamples	PropNean
1	2985765	3355185	PRDM16	160	4	0.025000
1	3371227	3397677	ARHGEF16	146	32	0.219178
1	3404513	3528072	MEGF6	160	32	0.200000
1	3541577	3546691	TPRG1L	160	64	0.400000
1	3547332	3566667	WRAP73	160	64	0.400000
1	9711787	9789172	PIK3CD	160	9	0.056250
1	9788982	9884584	CLSTN1	160	9	0.056250
1	11866151	11903201	CLCN6	160	2	0.012500
1	11900374	11907673	NPPA-AS1	160	3	0.018750
1	11905764	11907840	NPPA	160	3	0.018750
1	11994772	12035594	PLOD1	160	4	0.025000
1	12290085	12572099	VPS13D	160	4	0.025000
1	14026681	14151574	PRDM2	160	2	0.012500
1	15479026	15546974	TMEM51	160	16	0.100000
1	15490690	15498120	C1orf195	160	16	0.100000
1	16010813	16061264	PLEKHM2	156	5	0.032051
1	16066544	16076385	SLC25A34-AS1	160	4	0.025000
1	16068992	16074477	TMEM82	160	4	0.025000
1	19401002	19536760	UBR4	160	16	0.100000
1	19665267	19812033	CAPZB	160	47	0.293750
1	20008704	20126409	TMCO4	160	18	0.112500
1	22778342	22857650	ZBTB40	160	12	0.075000
1	31732413	31769635	SNRNP40	160	48	0.300000
1	32117862	32169618	COL16A1	160	9	0.056250
1	33207429	33240571	KIAA1522	160	55	0.343750
1	35734308	35887659	ZMYM4	160	0	0.000000
1	35899091	36023004	KIAA0319L	160	0	0.000000
1	36023391	36032380	NCDN	157	0	0.000000
1	36602168	36621654	TRAPPC3	155	4	0.025806
1	37940179	37949978	ZC3H12A	160	2	0.012500
1	38032411	38061586	GNL2	160	2	0.012500
1	38478404	38490492	UTP11	160	2	0.012500
1	39328160	39339050	MYCBP	160	36	0.225000
1	39328160	39347298	GJA9-MYCBP	160	36	0.225000
1	39339071	39341898	LOC105378663	160	36	0.225000
1	39339739	39347259	GJA9	160	36	0.225000
1	39351477	39407502	RHBDL2	155	28	0.180645
1	40303780	40349183	TRIT1	159	46	0.289308
1	40627057	40706593	RLF	160	5	0.031250
1	40766159	40782958	COL9A2	160	6	0.037500
1	40915734	40929387	ZFP69B	152	35	0.230263
1	40942960	40962015	ZFP69	160	28	0.175000
1	40997307	41013839	ZNF684	160	27	0.168750
1	41157374	41237275	NFYC	160	0	0.000000
1	41492869	41707978	SCMH1	160	24	0.150000
1	43766651	43788779	TIE1	160	4	0.025000
1	43803487	43820137	MPL	159	6	0.037736
1	44870830	45117396	RNF220	160	2	0.012500
1	45316192	45452394	EIF2B3	160	1	0.006250
1	45468218	45476996	HECTD3	160	0	0.000000
1	45794912	45806142	MUTYH	160	6	0.037500
1	45805840	45809645	TOE1	160	6	0.037500
1	46016453	46035723	AKR1A1	160	7	0.043750
1	46049658	46084578	NASP	160	7	0.043750
1	46092974	46152205	GPBP1L1	160	8	0.050000
1	46159994	46216485	IPP	160	8	0.050000
1	47137524	47139266	TEX38	160	11	0.068750
1	47139706	47157770	EFCAB14-AS1	160	8	0.050000
1	47140829	47184786	EFCAB14	160	8	0.050000
1	48761042	48937880	SPATA6	160	3	0.018750
1	48998524	50489626	AGBL4	160	2	0.012500
1	52485801	52521843	TXNDC12	160	10	0.062500
1	52607759	52812358	ZFYVE9	160	8	0.050000
1	52888945	53018764	TUT4	159	8	0.050314
1	53308430	53360670	ZYG11A	160	52	0.325000
1	53361580	53387446	ECHDC2	155	45	0.290323
1	53679769	53686311	CZIB	160	0	0.000000
1	54317404	54355470	YIPF1	160	29	0.181250
1	54665838	54691162	MRPL37	160	3	0.018750
1	55505219	55530526	PCSK9	160	7	0.043750
1	55532030	55681037	USP24	160	8	0.050000
1	57110985	57181008	PRKAA2	160	32	0.200000
1	58946389	59012398	OMA1	160	41	0.256250
1	60280619	60341994	HOOK1	160	10	0.062500
1	84864213	84880691	DNASE2B	160	0	0.000000
1	84944947	84964035	RPF1	160	0	0.000000
1	85093911	85100703	LINC01555	160	3	0.018750
1	85109387	85156151	SSX2IP	160	3	0.018750
1	85483763	85514223	MCOLN3	160	2	0.012500
1	85527979	85598821	WDR63	160	43	0.268750
1	85622570	85666699	SYDE2	160	58	0.362500
1	85715634	85725345	C1orf52	160	38	0.237500
1	85784166	86043883	DDAH1	158	29	0.183544
1	86115098	86174116	ZNHIT6	160	9	0.056250
1	86194914	86622667	COL24A1	160	28	0.175000
1	86812505	86862025	ODF2L	160	33	0.206250
1	86889852	86922236	CLCA2	160	32	0.200000
1	119425668	119532133	TBX15	154	1	0.006494
1	150937647	150947479	CERS2	160	0	0.000000
1	152078791	152087930	TCHH	160	0	0.000000
1	152483277	152484653	LCE5A	160	3	0.018750
1	153028594	153029988	SPRR2A	160	15	0.093750
1	153232161	153234600	LOR	158	10	0.063291
1	159253676	159278014	FCER1A	160	18	0.112500
1	159770300	159786047	FCRL6	160	7	0.043750
1	159921280	159924027	SLAMF9	160	3	0.018750
1	160175172	160185162	PEA15	160	11	0.068750
1	160246597	160254941	PEX19	160	11	0.068750
1	160258382	160313040	COPA	160	12	0.075000
1	160577888	160617101	SLAMF1	160	9	0.056250
1	160708845	160724611	SLAMF7	160	16	0.100000
1	160765962	160798045	LY9	151	0	0.000000
1	161677017	161684142	FCRLA	160	12	0.075000
1	162600651	162757195	DDR2	158	11	0.069620
1	163291742	163325549	NUF2	159	0	0.000000
1	166025153	166136238	FAM78B	160	40	0.250000
1	169101766	169337201	NME7	158	11	0.069620
1	169558085	169599362	SELP	160	4	0.025000
1	169763869	169823221	C1orf112	160	9	0.056250
1	169890468	170043879	KIFAP3	160	5	0.031250
1	175284328	175712731	TNR	160	45	0.281250
1	178994937	179045709	FAM20B	160	0	0.000000
1	179068463	179198819	ABL2	151	0	0.000000
1	179923943	180084010	CEP350	160	4	0.025000
1	183155397	183214262	LAMC2	160	14	0.087500
1	183441632	183523326	SMG7	160	0	0.000000
1	183524695	183560049	NCF2	160	3	0.018750
1	184659369	184723992	EDEM3	160	9	0.056250
1	185265518	185286375	IVNS1ABP	160	29	0.181250
1	186265403	186283699	PRG4	160	4	0.025000
1	186280782	186344385	TPR	160	4	0.025000
1	186344888	186390507	ODR4	160	4	0.025000
1	186640921	186649555	PTGS2	160	4	0.025000
1	186798030	186958113	PLA2G4A	160	0	0.000000
1	192778167	192781405	RGS2	160	11	0.068750
1	196194907	196577570	KCNT2	160	8	0.050000
1	197008319	197036397	F13B	160	12	0.075000
1	197053255	197115824	ASPM	160	12	0.075000
1	197170632	197447585	CRB1	160	12	0.075000
1	197473876	197744610	DENND1B	160	12	0.075000
1	198608096	198726605	PTPRC	160	0	0.000000
1	202163116	202288889	LGR6	160	1	0.006250
1	203096852	203136533	ADORA1	160	12	0.075000
1	203309754	203320250	FMOD	150	1	0.006667
1	203444932	203460480	PRELP	160	8	0.050000
1	203463279	203478077	OPTC	160	8	0.050000
1	203595913	203713209	ATP2B4	160	7	0.043750
1	204797778	204991950	NFASC	160	1	0.006250
1	205271189	205290873	NUAK2	154	0	0.000000
1	205342378	205356568	LEMD1-AS1	160	30	0.187500
1	205350504	205391184	LEMD1	160	30	0.187500
1	205473795	205501918	CDK18	160	10	0.062500
1	205538140	205572046	MFSD4A	160	0	0.000000
1	205882174	205912588	SLC26A9	160	0	0.000000
1	207070786	207077484	IL24	160	4	0.025000
1	207131310	207143970	FCAMR	160	15	0.093750
1	207191865	207206101	C1orf116	160	1	0.006250
1	207226618	207254372	PFKFB2	160	1	0.006250
1	207262203	207273338	C4BPB	160	0	0.000000
1	208054315	208084470	CD34	160	5	0.031250
1	208195585	208417729	PLXNA2	160	41	0.256250
1	209958960	209979520	IRF6	160	108	0.675000
1	210851654	211307490	KCNH1	160	24	0.150000
1	211499955	211548288	TRAF5	160	0	0.000000
1	213031615	213072705	FLVCR1	160	4	0.025000
1	214454500	214510474	SMYD2	160	0	0.000000
1	214522041	214724945	PTPN14	160	100	0.625000
1	214776536	214837914	CENPF	157	7	0.044586
1	215178883	215410433	KCNK2	160	4	0.025000
1	215740645	215795149	KCTD3	160	5	0.031250
1	215796231	216596790	USH2A	160	103	0.643750
1	216676586	217311044	ESRRG	160	57	0.356250
1	217804684	218045038	SPATA17	160	2	0.012500
1	220141940	220219847	EPRS1	160	28	0.175000
1	220701476	220837803	MARK1	160	3	0.018750
1	220960253	220993001	MTARC1	160	15	0.093750
1	222731242	222763275	TAF1A	160	16	0.100000
1	222841353	222885833	AIDA	160	7	0.043750
1	223282744	223316590	TLR5	160	19	0.118750
1	223889293	223963720	CAPN2	160	27	0.168750
1	223967593	224033674	TP53BP2	160	22	0.137500
1	224301811	224349749	FBXO28	160	2	0.012500
1	225117354	225586988	DNAH14	160	2	0.012500
1	225589202	225616557	LBR	160	7	0.043750
1	225674529	225840825	ENAH	160	7	0.043750
1	227058271	227083804	PSEN2	160	23	0.143750
1	227127993	227175245	COQ8A	160	12	0.075000
1	227177557	227506193	CDC42BPA	160	12	0.075000
1	227915867	227968932	SNAP47	159	11	0.069182
1	228395743	228566575	OBSCN	160	7	0.043750
1	228698058	228699989	BTNL10	160	3	0.018750
1	231474037	231490769	SPRTN	160	2	0.012500
1	232533709	232651354	SIPA1L2	160	113	0.706250
1	233119179	233431471	PCNX2	157	17	0.108280
1	234527057	234614925	TARBP1	160	0	0.000000
1	242011491	242053241	EXO1	160	26	0.162500
chr	posStart	posEnd	geneName	totSamples	NeanSamples	PropNean
20	1184096	1188923	C20orf202	159	0	0.000000
20	2821341	2847378	VPS16	160	32	0.200000
20	2844839	3019315	PTPRA	160	33	0.206250
20	3189320	3208095	ITPA	160	1	0.006250
20	3667615	3693247	SIGLEC1	160	34	0.212500
20	9518030	9819724	PAK5	154	5	0.032468
20	10415951	10608678	SLX4IP	160	0	0.000000
20	13201919	13281298	ISM1	156	0	0.000000
20	13370034	13619583	TASP1	160	3	0.018750
20	13694967	13765579	ESF1	154	2	0.012987
20	13765670	13802226	NDUFAF5	160	2	0.012500
20	13829891	13975979	SEL1L2	160	1	0.006250
20	17474548	17549865	BFSP1	160	42	0.262500
20	31571579	31592239	SUN5	160	0	0.000000
20	36145817	36156333	BLCAP	160	19	0.118750
20	36149650	36152092	NNAT	160	19	0.118750
20	36322355	36500531	CTNNBL1	153	8	0.052288
20	39657460	39753127	TOP1	160	4	0.025000
20	39766181	39806266	PLCG1	160	4	0.025000
20	39807093	39928760	ZHX3	160	4	0.025000
20	39969459	39989222	LPIN3	160	4	0.025000
20	40030721	40247016	CHD6	160	16	0.100000
20	42824577	42839411	OSER1	160	22	0.137500
20	42984337	43063236	HNF4A	160	2	0.012500
20	44179789	44207923	WFDC8	152	0	0.000000
20	44402850	44420522	WFDC3	160	8	0.050000
20	44420591	44440057	DNTTIP1	160	8	0.050000
20	44441213	44445596	UBE2C	160	7	0.043750
20	44470358	44486031	ACOT8	155	0	0.000000
20	44486218	44507770	ZSWIM3	160	11	0.068750
20	44509864	44513905	ZSWIM1	160	11	0.068750
20	44637545	44645200	MMP9	160	5	0.031250
20	44650323	44688789	SLC12A5	160	5	0.031250
20	46130629	46285616	NCOA3	160	10	0.062500
20	47240788	47444536	PREX1	160	17	0.106250
20	48429248	48508779	SLC9A8	160	92	0.575000
20	48697659	48770335	TMEM189-UBE2V1	160	4	0.025000
20	48734789	48770335	TMEM189	160	4	0.025000
20	49202643	49308079	RIPOR3	160	0	0.000000
20	61436185	61445352	OGFR	160	1	0.006250
20	61509088	61569304	DIDO1	160	0	0.000000
20	61904135	61921142	ARFGAP1	160	3	0.018750
chr	posStart	posEnd	geneName	totSamples	NeanSamples	PropNean
21	31691440	31692633	KRTAP26-1	160	9	0.056250
21	31709329	31710012	KRTAP27-1	160	9	0.056250
21	33683327	33765321	URB1	160	6	0.037500
21	34876236	34915198	GART	160	1	0.006250
21	34915342	34949820	SON	160	1	0.006250
21	34961645	35014047	CRYZL1	160	1	0.006250
21	43218383	43299591	PRDM15	160	0	0.000000
21	43824009	43867794	UBASH3A	159	0	0.000000
21	46188493	46221735	UBE2G2	160	0	0.000000
21	47608358	47648738	LSS	160	0	0.000000
21	47649143	47671615	MCM3AP-AS1	160	0	0.000000
21	47655045	47705525	MCM3AP	160	0	0.000000
chr	posStart	posEnd	geneName	totSamples	NeanSamples	PropNean
22	17618408	17646177	HDHD5	160	50	0.312500
22	17840837	18037856	CECR2	160	15	0.093750
22	19023793	19109967	DGCR2	160	21	0.131250
22	19117790	19132164	ESS2	160	27	0.168750
22	19166984	19279242	CLTCL1	160	28	0.175000
22	19419423	19423601	MRPL40	160	20	0.125000
22	19437432	19466716	UFD1	160	20	0.125000
22	19466987	19508135	CDC45	160	21	0.131250
22	20067753	20099400	DGCR8	160	19	0.118750
22	20103625	20114878	RANBP1	160	19	0.118750
22	20119325	20135530	ZDHHC8	160	19	0.118750
22	21061977	21213100	PI4KA	160	15	0.093750
22	22311395	22337184	TOP3B	160	74	0.462500
22	24198888	24228499	SLC2A11	160	1	0.006250
22	24407752	24574596	CABIN1	160	4	0.025000
22	24666783	24813708	SPECC1L	160	0	0.000000
22	24666783	24838328	SPECC1L-ADORA2A	160	0	0.000000
22	25960640	26125261	GRK3	160	5	0.031250
22	26138153	26427011	MYO18B	160	15	0.093750
22	26565426	26779563	SEZ6L	160	23	0.143750
22	26825224	26840981	ASPHD2	160	0	0.000000
22	26839073	26879829	HPS4	160	22	0.137500
22	26879841	26890624	SRRD	160	23	0.143750
22	26917960	26986096	TPST2	160	22	0.137500
22	31003068	31023258	TCN2	160	0	0.000000
22	31031766	31065006	SLC35E4	160	0	0.000000
22	31500761	31503554	SELENOM	158	0	0.000000
22	31892123	32014574	SFI1	160	0	0.000000
22	32077331	32146118	PRR14L	160	0	0.000000
22	50247490	50283728	ZBED4	160	16	0.100000
22	50528433	50600116	MOV10L1	160	21	0.131250
22	50883427	50913464	SBF1	160	0	0.000000
22	51007288	51017041	CPT1B	160	1	0.006250
22	51007288	51021428	CHKB-CPT1B	160	1	0.006250
22	51061180	51066580	ARSA	159	0	0.000000
chr	posStart	posEnd	geneName	totSamples	NeanSamples	PropNean
2	3383444	3483342	TRAPPC12	158	35	0.221519
2	15307038	15701458	NBAS	160	3	0.018750
2	28111574	28561768	BABAM2	158	1	0.006329
2	29415638	30144452	ALK	160	1	0.006250
2	31395920	31456823	CAPN14	160	4	0.025000
2	31557185	31637608	XDH	160	0	0.000000
2	31747548	31806007	SRD5A2	158	0	0.000000
2	32390908	32449448	SLC30A6	160	1	0.006250
2	33808725	33824429	FAM98A	154	10	0.064935
2	37311592	37326387	GPATCH11	160	0	0.000000
2	37326351	37384190	EIF2AK2	160	0	0.000000
2	38152428	38294281	RMDN2	160	11	0.068750
2	38177475	38263484	RMDN2-AS1	160	11	0.068750
2	38789109	38830178	HNRNPLL	160	1	0.006250
2	56093100	56150917	EFEMP1	160	1	0.006250
2	65313986	65357435	RAB1A	160	0	0.000000
2	69201703	69208112	GKN1	160	24	0.150000
2	69546899	69614386	GFPT1	160	2	0.012500
2	69685127	69870871	AAK1	159	5	0.031447
2	70436574	70475925	TIA1	160	4	0.025000
2	70883914	70995332	ADD2	160	1	0.006250
2	71035773	71047731	CLEC4F	160	0	0.000000
2	76974847	77749559	LRRTM4	160	0	0.000000
2	84743620	85046713	DNAH6	160	0	0.000000
2	85621869	85641197	CAPG	160	9	0.056250
2	85921479	85925975	GNLY	159	4	0.025157
2	86064241	86116157	ST3GAL5	152	23	0.151316
2	86247337	86333009	POLR1A	160	32	0.200000
2	86333356	86369280	PTCD3	160	0	0.000000
2	97541617	97652317	FAM178B	160	1	0.006250
2	97584841	97591574	LOC101927053	160	1	0.006250
2	99061048	99210855	INPP4A	160	2	0.012500
2	99225009	99234978	UNC50	149	1	0.006711
2	99410307	99552688	KIAA1211L	160	3	0.018750
2	101623688	101767909	TBC1D8	159	3	0.018868
2	105865863	105946192	TGFBRAP1	156	29	0.185897
2	107418054	107503565	ST6GAL2	160	1	0.006250
2	109065660	109125871	GCC2	160	5	0.031250
2	110879886	110962590	NPHP1	160	0	0.000000
2	120197417	120282028	SCTR	160	0	0.000000
2	120234028	120244922	LOC107105282	160	0	0.000000
2	134877504	135212192	MGAT5	160	8	0.050000
2	136597194	136634013	MCM6	160	48	0.300000
2	136663449	136743254	DARS1	160	51	0.318750
2	139426725	139537960	NXPH2	159	2	0.012579
2	143886986	144525921	ARHGAP15	160	1	0.006250
2	152266414	152338686	RIF1	160	9	0.056250
2	152341851	152591001	NEB	160	19	0.118750
2	154728433	155310491	GALNT13	159	24	0.150943
2	158851689	158992666	UPP2	160	1	0.006250
2	159023160	159092681	CCDC148-AS1	160	1	0.006250
2	159027583	159313265	CCDC148	160	1	0.006250
2	161128660	161350318	RBMS1	153	62	0.405229
2	161993464	162092741	TANK	154	39	0.253247
2	162164934	162268228	PSMD14	160	39	0.243750
2	162480843	162841786	SLC4A10	160	27	0.168750
2	162848753	162930725	DPP4	160	14	0.087500
2	163027192	163099955	FAP	160	38	0.237500
2	163123582	163175194	IFIH1	160	38	0.237500
2	163227915	163695277	KCNH7	160	28	0.175000
2	165348925	165477992	GRB14	156	10	0.064103
2	165514439	165698586	COBLL1	160	8	0.050000
2	165944034	166060560	SCN3A	160	2	0.012500
2	166095922	166248814	SCN2A	160	27	0.168750
2	166729870	166810286	TTC21B	160	26	0.162500
2	166813926	166892910	LOC102724058	160	32	0.200000
2	166841149	167005671	SCN1A	160	32	0.200000
2	167260081	167343481	SCN7A	160	30	0.187500
2	167744995	168116263	XIRP2	160	21	0.131250
2	169312780	169631644	CERS6	158	43	0.272152
2	169777289	169887834	ABCB11	160	71	0.443750
2	169983617	170219044	LRP2	160	2	0.012500
2	170336002	170363165	BBS5	159	25	0.157233
2	170385016	170430431	FASTKD1	160	0	0.000000
2	170501933	170550915	CCDC173	160	0	0.000000
2	172172254	172291313	METTL8	160	3	0.018750
2	172290734	172341562	DCAF17	160	3	0.018750
2	173292062	173371187	ITGA6	160	67	0.418750
2	173600571	173917621	RAPGEF4	158	10	0.063291
2	177134168	177202753	MTX2	160	15	0.093750
2	178487970	178973066	PDE11A	160	0	0.000000
2	178977162	178994383	RBM45	160	0	0.000000
2	179059206	179267620	OSBPL6	160	71	0.443750
2	179345182	179381190	PLEKHA3	159	17	0.106918
2	179387552	179484944	TTN-AS1	160	34	0.212500
2	179390714	179672150	TTN	160	66	0.412500
2	179641651	179644690	LOC101927055	160	59	0.368750
2	179694482	179914864	CCDC141	160	28	0.175000
2	179966403	180129559	SESTD1	160	25	0.156250
2	187454781	187545629	ITGAV	160	0	0.000000
2	187558785	187630686	FAM171B	160	1	0.006250
2	189156394	189460653	GULP1	160	9	0.056250
2	191513619	191557492	NAB1	160	19	0.118750
2	191745545	191830278	GLS	160	19	0.118750
2	191894300	192016322	STAT4	158	13	0.082278
2	196602425	196933561	DNAH7	160	83	0.518750
2	196998305	197036302	STK17B	153	71	0.464052
2	197058794	197458278	HECW2	160	4	0.025000
2	197504437	197597530	CCDC150	160	4	0.025000
2	197627757	197664407	GTF3C3	160	4	0.025000
2	197697726	197791431	PGAP1	160	4	0.025000
2	197851384	198175504	ANKRD44	160	5	0.031250
2	198432946	198540311	RFTN2	160	0	0.000000
2	198591601	198651036	BOLL	157	0	0.000000
2	212240440	213403526	ERBB4	160	0	0.000000
2	219687102	219696526	PRKAG3	160	1	0.006250
2	228736090	228789060	DAW1	160	2	0.012500
2	237232788	237416178	IQCA1	160	15	0.093750
2	238232653	238322850	COL6A3	160	20	0.125000
2	238536228	238690290	LRRFIP1	160	6	0.037500
2	238707386	238751451	RBM44	157	16	0.101911
2	239229157	239309541	TRAF3IP1	160	14	0.087500
2	240831857	240964819	NDUFA10	160	2	0.012500
2	241375078	241407493	GPC1	157	2	0.012739
2	242128090	242165391	ANO7	147	0	0.000000
2	242166677	242255257	HDLBP	160	49	0.306250
2	242295698	242434256	FARP2	160	47	0.293750
chr	posStart	posEnd	geneName	totSamples	NeanSamples	PropNean
3	2140485	3099645	CNTN4	160	3	0.018750
3	8775486	8788444	CAV3	157	1	0.006369
3	9404736	9428475	THUMPD3	160	4	0.025000
3	9439297	9519838	SETD5	160	4	0.025000
3	9834177	9849408	ARPC4	160	3	0.018750
3	9834230	9878040	ARPC4-TTLL3	160	5	0.031250
3	9851597	9878049	TTLL3	160	5	0.031250
3	9908392	9921938	CIDEC	160	2	0.012500
3	9958756	9975305	IL17RC	160	9	0.056250
3	9987224	9994099	PRRT3	159	6	0.037736
3	9989086	9996471	PRRT3-AS1	159	6	0.037736
3	10365705	10661646	ATP2B2	160	3	0.018750
3	15642857	15764023	BTD	160	9	0.056250
3	15708741	15901321	ANKRD28	160	9	0.056250
3	17198652	17784231	TBC1D5	153	1	0.006536
3	20202083	20227725	SGO1	160	1	0.006250
3	20215776	20227607	SGO1-AS1	160	1	0.006250
3	23847444	23933131	UBE2E1	160	12	0.075000
3	23986775	24022109	NR1D2	160	13	0.081250
3	29322560	30051886	RBMS3	158	51	0.322785
3	31702315	32023342	OSBPL10	160	79	0.493750
3	32148001	32210207	GPD1L	160	81	0.506250
3	32567461	32612416	DYNC1LI1	159	15	0.094340
3	32726678	32815367	CNOT10	159	14	0.088050
3	33038098	33138722	GLB1	160	106	0.662500
3	33131912	33138638	TMPPE	160	14	0.087500
3	33537735	33759746	CLASP2	160	0	0.000000
3	41288088	42003595	ULK4	160	9	0.056250
3	42128690	42267382	TRAK1	160	1	0.006250
3	42589459	42642570	SEC22C	160	3	0.018750
3	42642176	42690227	NKTR	160	3	0.018750
3	42653800	42695880	LOC101928323	160	3	0.018750
3	42695187	42709072	ZBTB47	160	3	0.018750
3	42850935	42908778	ACKR2	160	2	0.012500
3	42947632	42960826	ZNF662	160	10	0.062500
3	43020801	43099207	GASK1A	156	2	0.012821
3	45730886	45786901	SACM1L	159	16	0.100629
3	45959393	46037316	FYCO1	160	1	0.006250
3	46616023	46623947	TDGF1	160	45	0.281250
3	46710483	46735169	ALS2CL	160	4	0.025000
3	46735266	46752413	TMIE	160	4	0.025000
3	46753605	46759359	PRSS50	160	4	0.025000
3	50192489	50226508	SEMA3F	159	123	0.773585
3	50384759	50388206	NPRL2	160	126	0.787500
3	50388291	50405628	CYB561D2	145	95	0.655172
3	50400042	50541675	CACNA2D2	145	95	0.655172
3	52350333	52434508	DNAH1	160	0	0.000000
3	52435022	52444024	BAP1	160	0	0.000000
3	52444674	52457657	PHF7	160	0	0.000000
3	52529352	52558511	STAB1	160	0	0.000000
3	52558401	52569043	NT5DC2	160	0	0.000000
3	52579381	52719929	PBRM1	159	0	0.000000
3	52811613	52826084	ITIH1	160	4	0.025000
3	52828782	52843025	ITIH3	160	3	0.018750
3	52846976	52864717	ITIH4	160	3	0.018750
3	52937586	53080089	SFMBT1	160	4	0.025000
3	53258721	53290130	TKT	160	5	0.031250
3	53880593	53899821	IL17RB	160	45	0.281250
3	54156577	55108584	CACNA2D3	160	23	0.143750
3	56591182	56655865	CCDC66	160	1	0.006250
3	56654158	56717293	TASOR	160	1	0.006250
3	61547243	62283284	PTPRG	160	13	0.081250
3	64501328	64673676	ADAMTS9	160	21	0.131250
3	66429219	66550845	LRIG1	157	10	0.063694
3	67410882	67705038	SUCLG2	159	18	0.113208
3	74311717	74570291	CNTN3	160	1	0.006250
3	96533436	97480376	EPHA6	160	1	0.006250
3	100468177	100712334	ABI3BP	160	1	0.006250
3	111451341	111695364	PHLDB2	160	11	0.068750
3	111758463	111800116	TMPRSS7	156	4	0.025641
3	112534554	112564797	CD200R1L	160	0	0.000000
3	112709798	112720816	GTPBP8	154	0	0.000000
3	113005775	113160361	CFAP44	160	29	0.181250
3	113367230	113415489	USF3	160	11	0.068750
3	113435303	113465096	NAA50	160	5	0.031250
3	113465880	113530903	ATP6V1A	155	6	0.038710
3	113682982	113775460	CCDC191	159	6	0.037736
3	119243138	119278461	CD80	160	0	0.000000
3	119884326	119963142	GPR156	160	2	0.012500
3	120043354	120068201	LRRC58	150	1	0.006667
3	120111138	120169839	FSTL1	160	2	0.012500
3	120627050	121143608	STXBP5L	155	1	0.006452
3	121150276	121264835	POLQ	160	0	0.000000
3	123001141	123167392	ADCY5	160	3	0.018750
3	123328894	123603179	MYLK	160	2	0.012500
3	123813526	124445172	KALRN	160	26	0.162500
3	124480793	124620258	ITGB5	152	0	0.000000
3	130064357	130203690	COL6A5	160	4	0.025000
3	130279176	130396981	COL6A6	153	10	0.065359
3	130397776	130465673	PIK3R4	160	15	0.093750
3	130569437	130735556	ATP2C1	158	22	0.139241
3	130745719	131069309	NEK11	160	33	0.206250
3	131043934	131100319	LOC339874	160	33	0.206250
3	131181054	131221815	MRPL3	156	6	0.038462
3	131252402	131758450	CPNE4	160	0	0.000000
3	132136344	132257876	DNAJC13	160	45	0.281250
3	132276980	132378975	ACAD11	160	37	0.231250
3	132276980	132441303	NPHP3-ACAD11	160	37	0.231250
3	141205867	141334198	RASA2	160	7	0.043750
3	141497041	141535892	GRK7	160	22	0.137500
3	141595483	141645391	ATP1B3	160	55	0.343750
3	141663268	141868386	TFDP2	160	23	0.143750
3	148583081	148614990	CPA3	160	42	0.262500
3	148847423	148891519	HPS3	160	0	0.000000
3	148880199	148939616	CP	160	0	0.000000
3	149456255	149470286	COMMD2	160	32	0.200000
3	150804583	151154465	MED12L	160	1	0.006250
3	151054629	151102600	P2RY12	160	1	0.006250
3	151151280	151176497	IGSF10	160	1	0.006250
3	154741911	154901518	MME	160	32	0.200000
3	156392377	156424559	TIPARP	158	0	0.000000
3	156977529	157221394	VEPH1	160	27	0.168750
3	157261099	157319022	SLC66A1L	160	22	0.137500
3	157813798	157823952	SHOX2	158	2	0.012658
3	158519841	158547508	MFSD1	160	8	0.050000
3	167196470	167375711	WDR49	160	55	0.343750
3	167401084	167452680	PDCD10	154	48	0.311688
3	169805370	169899521	PHC3	160	25	0.156250
3	169940210	170023765	PRKCI	160	24	0.150000
3	186507679	186524484	RFC4	158	0	0.000000
3	190917028	190983404	OSTN	160	74	0.462500
3	191047181	191116448	CCDC50	160	63	0.393750
3	192992576	193096542	ATP13A5	155	19	0.122581
3	193116754	193272684	ATP13A4	160	34	0.212500
3	194995472	195163749	ACAP2	160	33	0.206250
3	196074531	196159298	UBXN7	160	0	0.000000
3	196439246	196462878	PIGX	160	3	0.018750
3	196466726	196559518	PAK2	159	5	0.031447
3	196594725	196661585	SENP5	160	7	0.043750
chr	posStart	posEnd	geneName	totSamples	NeanSamples	PropNean
4	3076406	3245687	HTT	160	0	0.000000
4	7755815	7780655	AFAP1-AS1	159	2	0.012579
4	7760438	7941653	AFAP1	159	2	0.012579
4	10075961	10118423	WDR1	160	0	0.000000
4	17812600	17846488	NCAPG	160	18	0.112500
4	20697903	20754523	PACRGL	160	7	0.043750
4	20730227	21950395	KCNIP4	160	7	0.043750
4	22388997	22517689	ADGRA3	160	14	0.087500
4	24529096	24586177	DHX15	160	0	0.000000
4	55944646	55991762	KDR	160	0	0.000000
